step,actual,predicted,error,is_anomaly
428.0,6.08,5.9938617,0.0861383247375489,False
429.0,6.08,5.9966836,0.0833164024353028,False
430.0,6.08,5.9990597,0.08094032287597663,False
431.0,6.08,6.001042,0.07895811080932624,False
432.0,6.08,6.0026803,0.0773196983337403,False
433.0,6.08,6.0040245,0.0759754943847657,False
434.0,6.08,6.005118,0.07488210678100593,False
435.0,6.08,6.0060015,0.07399852752685554,False
436.0,6.08,6.006709,0.0732909011840821,False
437.0,6.08,6.0072722,0.07272775650024421,False
438.0,6.08,6.0077167,0.0722833442687989,False
439.0,6.08,6.0080657,0.07193429946899421,False
440.0,6.08,6.0083365,0.07166345596313484,False
441.0,6.08,6.0085464,0.07145364761352546,False
442.0,5.4480410609664105,6.003517,0.5554760899124958,False
443.0,6.08,6.000179,0.0798211860656739,False
444.0,6.08,5.9986444,0.08135564804077156,False
445.0,6.08,5.998234,0.08176620483398445,False
446.0,6.08,5.9985185,0.08148153305053718,False
447.0,6.08,5.9992113,0.08078868865966804,False
448.0,6.08,6.0001206,0.07987936019897468,False
449.0,6.08,6.00112,0.07887990951538093,False
450.0,6.08,6.002128,0.07787187576293952,False
451.0,6.08,6.0030956,0.07690437316894538,False
452.0,6.08,6.0039897,0.07601030349731452,False
453.0,6.08,6.004797,0.07520301818847663,False
454.0,6.08,6.0055113,0.07448871612548835,False
455.0,6.08,6.006133,0.07386692047119148,False
456.0,6.08,6.0066676,0.07333238601684577,False
457.0,6.08,6.0071225,0.07287748336791999,False
458.0,6.08,6.0075045,0.07249553680419929,False
459.0,6.08,6.007823,0.0721770095825196,False
460.0,6.08,6.0080853,0.07191474914550788,False
461.0,6.08,6.0083013,0.07169874191284187,False
462.0,6.08,6.0084763,0.07152374267578132,False
463.0,6.08,6.0086174,0.0713825988769532,False
464.0,6.08,6.008731,0.07126911163330085,False
465.0,6.08,6.008821,0.07117898941040046,False
466.0,6.08,6.0088916,0.0711084175109864,False
467.0,6.08,6.008948,0.07105215072631843,False
468.0,6.08,6.008991,0.07100923538208015,False
469.0,6.08,6.009024,0.07097585678100593,False
470.0,5.904741354796335,6.0076184,0.10287707248027633,False
471.0,6.08,6.006678,0.0733218955993653,False
472.0,6.073769994872499,6.0061903,0.06757969488470561,False
473.0,6.165345721328035,6.0067296,0.15861611851431423,False
474.0,6.08,6.0072546,0.07274539947509773,False
475.0,6.08,6.0076575,0.07234247207641609,False
476.0,6.08,6.0079722,0.07202775955200202,False
477.0,6.08,6.008221,0.07177885055541999,False
478.0,6.08,6.008419,0.0715809631347657,False
479.0,6.08,6.0085764,0.07142360687255866,False
480.0,6.08,6.008701,0.07129915237426765,False
481.0,6.08,6.0088,0.0711999702453614,False
482.0,6.08,6.0088773,0.07112272262573249,False
483.0,6.08,6.0089374,0.0710626411437989,False
484.0,6.08,6.0089836,0.0710163879394532,False
485.0,6.08,6.0090203,0.07097967147827156,False
486.0,6.08,6.0090475,0.07095249176025398,False
487.0,6.08,6.009068,0.07093198776245124,False
488.0,6.08,6.0090833,0.07091672897338874,False
489.0,6.08,6.009094,0.07090576171875007,False
490.0,6.08,6.009103,0.07089717864990241,False
491.0,6.08,6.009109,0.07089097976684577,False
492.0,6.08,6.009113,0.07088716506958015,False
493.0,6.08,6.009116,0.07088382720947273,False
494.0,6.08,6.009117,0.07088287353515632,False
495.0,6.08,6.009118,0.07088191986083991,False
496.0,6.08,6.0091186,0.07088144302368171,False
497.0,6.08,6.009119,0.07088096618652351,False
498.0,6.08,6.009119,0.07088096618652351,False
499.0,6.08,6.009118,0.07088191986083991,False
500.0,6.08,6.0091186,0.07088144302368171,False
501.0,6.08,6.009118,0.07088191986083991,False
502.0,6.08,6.0091176,0.07088239669799812,False
503.0,6.08,6.009117,0.07088287353515632,False
504.0,6.08,6.009117,0.07088287353515632,False
505.0,6.08,6.009117,0.07088287353515632,False
506.0,6.08,6.0091166,0.07088335037231452,False
507.0,6.08,6.0091166,0.07088335037231452,False
508.0,6.08,6.009116,0.07088382720947273,False
509.0,6.08,6.009116,0.07088382720947273,False
510.0,6.08,6.009116,0.07088382720947273,False
511.0,6.08,6.0091157,0.07088430404663093,False
512.0,6.08,6.0091157,0.07088430404663093,False
513.0,6.08,6.0091157,0.07088430404663093,False
514.0,6.08,6.0091157,0.07088430404663093,False
515.0,6.08,6.0091157,0.07088430404663093,False
516.0,6.08,6.009115,0.07088478088378913,False
517.0,6.08,6.009115,0.07088478088378913,False
518.0,6.08,6.009115,0.07088478088378913,False
519.0,6.08,6.009115,0.07088478088378913,False
520.0,6.08,6.009115,0.07088478088378913,False
521.0,6.08,6.009115,0.07088478088378913,False
522.0,6.08,6.009115,0.07088478088378913,False
523.0,6.08,6.009115,0.07088478088378913,False
524.0,6.08,6.009115,0.07088478088378913,False
525.0,6.08,6.009115,0.07088478088378913,False
526.0,6.08,6.009115,0.07088478088378913,False
527.0,5.440613886015587,6.0038657,0.5632518328259657,False
528.0,6.08,6.0003653,0.07963474273681648,False
529.0,6.08,5.99872,0.08127983093261726,False
530.0,6.08,5.9982376,0.08176239013671882,False
531.0,6.08,5.9984756,0.08152444839477546,False
532.0,6.08,5.9991403,0.0808597373962403,False
533.0,6.08,6.000036,0.07996423721313484,False
534.0,3.4507760613172334,5.978914,2.5281377227098663,True
535.0,3.5670207370997296,5.9437776,2.3767568240880146,True
536.0,6.08,5.9241896,0.1558104324340821,False
537.0,4.375333282246387,5.901758,1.52642491172334,False
538.0,4.460217513766009,5.8779783,1.4177608111241273,False
539.0,6.08,5.869008,0.21099193572998054,False
540.0,6.08,5.870531,0.20946891784667976,False
541.0,6.08,5.8783083,0.2016917037963868,False
542.0,6.08,5.8895397,0.19046028137207038,False
543.0,6.08,5.902359,0.17764099121093757,False
544.0,6.08,5.915544,0.16445596694946296,False
545.0,6.08,5.9283237,0.151676254272461,False
546.0,6.08,5.940238,0.13976200103759773,False
547.0,6.08,5.9510384,0.12896163940429695,False
548.0,6.08,5.960624,0.11937578201293952,False
549.0,6.08,5.968989,0.1110111045837403,False
550.0,6.08,5.9761853,0.10381467819213874,False
551.0,6.08,5.9823027,0.09769733428955085,False
552.0,6.08,5.987448,0.09255178451538093,False
553.0,4.838832311656945,5.9814396,1.1426072787971568,False
554.0,6.08,5.9781804,0.10181959152221687,False
555.0,6.08,5.977887,0.10211284637451179,False
556.0,6.08,5.9793124,0.10068758010864265,False
557.0,6.08,5.9816866,0.09831340789794929,False
558.0,6.08,5.984511,0.09548910140991218,False
559.0,6.08,5.9874706,0.09252937316894538,False
560.0,6.08,5.990368,0.0896321105957032,False
561.0,6.08,5.993085,0.08691509246826179,False
562.0,6.08,5.99556,0.08443983078002937,False
563.0,5.167150794554785,5.990227,0.823076427887842,False
564.0,6.08,5.9871573,0.09284265518188484,False
565.0,6.08,5.986475,0.09352500915527351,False
566.0,6.08,5.9872093,0.0927906799316407,False
567.0,5.680088102025718,5.985456,0.30536788781192836,False
568.0,6.08,5.9852195,0.09478052139282234,False
569.0,6.08,5.986302,0.09369810104370124,False
570.0,5.584051909661718,5.9840145,0.3999626014466804,False
571.0,6.08,5.983445,0.09655483245849616,False
572.0,6.08,5.9844255,0.09557445526123054,False
573.0,6.08,5.9862657,0.09373434066772468,False
574.0,6.08,5.988533,0.09146697998046882,False
575.0,6.08,5.9909487,0.08905132293701179,False
576.0,6.08,5.9933376,0.08666236877441413,False
